path,label
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug0.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug1.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug2.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug3.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug4.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug5.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug6.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug7.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug8.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug9.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug10.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug11.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug12.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug13.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug14.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug15.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug16.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug17.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug18.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug19.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug20.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug21.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug22.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug23.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug24.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug25.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug26.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug27.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug28.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug29.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug30.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug31.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug32.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug33.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug34.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug35.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug36.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug37.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug38.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug39.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug40.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug41.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug42.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug43.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug44.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug45.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug46.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug47.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug48.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug49.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug50.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug51.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug52.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug53.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug54.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug55.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug56.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug57.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug58.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug59.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug60.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug61.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug62.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug63.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug64.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug65.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug66.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug67.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug68.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug69.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug70.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug71.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug72.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug73.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug74.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug75.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug76.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug77.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug78.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug79.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug80.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug81.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug82.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug83.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug84.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug85.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug86.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug87.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug88.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug89.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug90.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug91.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug92.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug93.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug94.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug95.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug96.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug97.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug98.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug99.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug100.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug101.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug102.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug103.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug104.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug105.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug106.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug107.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug108.jpg,1
digit_from_grid/img_aug/Helvetica/Helvetica-NUMBER_1_aug109.jpg,1
