path,label
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.0.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.1.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.10.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.100.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.101.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.102.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.103.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.104.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.105.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.106.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.107.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.108.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.109.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.11.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.110.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.111.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.112.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.113.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.114.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.115.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.116.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.117.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.118.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.119.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.12.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.120.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.121.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.122.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.123.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.13.jpg,1
digit_from_grid/final_dataset/Arial/Arial-NUMBER_1_aug0.14.jpg,1
